month_ID,R_F,R_M,R_Me,SMB,HML
13,4.327698904151324e-5,0.04583543781710739,0.04579216082806588,-0.0017815225631414577,0.0019984294328288382
14,3.4643469071159566e-5,0.02842344124659867,0.0283887977775275,-0.006696007388335687,0.015777177545040114
15,3.931858867494157e-5,-0.05797647085231638,-0.05801578944099132,0.046491028349166935,0.019788888479704198
16,6.623265139295986e-5,-0.00107183202946191,-0.00113806468085487,-0.03621346777763607,0.03411308689824536
17,3.6010742415965065e-5,-0.00641600114767333,-0.0064520118900893,-0.022204188091601153,0.01697594661513268
18,2.5720489585073665e-5,-0.0370746508150219,-0.03710037130460698,0.017079515541280343,0.00231842395582154
19,5.372061978208256e-5,0.02985331952150381,0.02979959890172173,-0.014848979508047266,-0.025026105509275535
20,1.0156758127966896e-4,0.05375678416175543,0.05365521658047576,-0.0021115196550283363,-0.01660642371975568
21,8.202927112379008e-5,0.02365025339882862,0.02356822412770483,0.042202150051068824,-0.009153757451537417
22,3.807413221889874e-5,-0.01205299903681344,-0.01209107316903234,0.022748787591469165,-0.00787176364769342
23,2.0063917255108217e-5,0.04299792553954409,0.04297786162228898,-0.003478311872832665,0.024720344441240952
24,2.4187631625682117e-5,-0.00391163209013885,-0.00393581972176454,-0.0159592765052608,0.0069048233195047
25,2.4686156939715147e-4,0.05554386458644284,0.05529700301704569,0.025579887286186244,0.0015391777044446858
26,2.555448304290341e-4,2.993269909485903e-4,4.378216051955622e-5,-7.270687644413071e-4,0.022414246681140313
27,-7.040710798774999e-5,0.00603674101005405,0.0061071481180418,0.0065004098930752435,-0.007527861260191258
28,-6.005029589200579e-5,0.06322312172111454,0.06328317201700655,0.006406927264071868,0.0025202785431406582
29,-1.546858426427934e-4,0.01830781907681721,0.01846250491946,-0.006380200471665216,0.01633863709766991
30,-2.019053925469912e-4,0.01880907652621701,0.019010981918764,0.02157917368289266,0.0017463979270938845
31,-9.948516341391952e-5,0.04894076995221824,0.04904025511563215,-0.015429265561476925,0.025133775888711716
32,-7.306199922659694e-5,-0.02638838329926466,-0.02631532130003806,0.030653802449705864,-0.019954574197405595
33,-4.0726631100334606e-5,0.00843428984314992,0.00847501647425025,0.007796834488702563,-0.014228037781252378
34,-5.3538201817972085e-5,-0.0720882966045484,-0.07203475840273042,-0.004802103906803967,-1.1374202909715525e-4
35,7.595918721511793e-5,-0.08095903937021431,-0.08103499855742943,0.015834157697939152,0.012150682829292922
36,2.2447959333098472e-4,0.1110432026793477,0.11081872308601672,-0.033694540809668966,0.02298298134271884
37,4.626405016062174e-4,0.01378979730851981,0.0133271568069136,0.0017972600676848752,-0.0012517694624000677
38,4.709409509511897e-4,-0.0232499486738438,-0.02372088962479499,0.010542131906436297,-0.006766939417638382
39,4.941935011470922e-4,-0.07359263421729773,-0.07408682771844481,0.0038589057100891153,0.030061331955452894
40,5.190200094467227e-4,-0.0823962850659314,-0.08291530507537812,0.02947921753878776,-0.006886925682401235
41,4.745453826417477e-4,0.03727012390762426,0.03679557852498252,0.011465161899072797,-0.016339450984449617
42,5.020144424060936e-4,-0.00552733234447615,-0.00602934678688224,-0.0018546120512962635,0.008970194238991175
43,6.326050390087753e-4,0.02294888645313285,0.02231628141412407,-0.01796130118472851,0.01861828022577022
44,4.988897985545918e-4,-0.09223726195638048,-0.09273615175493506,0.03296375592654097,-0.02058192843170717
45,4.682935379037356e-4,0.05727438422952734,0.0568060906916236,-0.02473358233173504,0.015770176032615435
46,4.1768156395343694e-4,-0.00681661135830728,-0.00723429292226072,0.022955359307455583,0.019054597090480088
47,3.941414616913267e-4,0.00299755075842118,0.00260340929672985,1.638429936267697e-4,-0.008562484903077944
48,4.358740403119928e-4,0.0461354695209483,0.0456995954806363,-0.0017486022213089175,0.027793182287650285
49,-4.284323566529397e-6,0.03889379422843778,0.03889807855200431,0.009138603753901367,0.03544151908273555
50,6.86211131358352e-5,0.03426048931270702,0.03419186819957119,-0.0023589032124426493,0.029067401269755433
51,9.82037324248813e-5,-0.00382423978804084,-0.00392244352046573,0.056099814467796084,0.010185069364239064
52,-1.948190666647861e-4,0.00250953898991621,0.002704358056581,0.030184680027364328,0.019658895611503243
53,-2.3293435599093068e-4,-0.01072301397584685,-0.01049007961985592,0.004692799122503671,0.01517394551384145
54,-1.393929495184192e-4,0.00612610307220534,0.00626549602172376,-0.013100217301787807,0.01371596223292749
55,-1.373434292129241e-4,0.02156433627256373,0.02170167970177666,0.04219845773098834,-0.04357237306774916
56,-8.194016339322899e-5,0.01887221870980735,0.01895415887320058,0.014512934674179995,-0.015522959623578428
57,-4.2083320996896574e-5,0.00595663826002532,0.00599872158102222,0.03235633500737043,0.02404523152449706
58,-7.925778492923401e-5,-3.2865014554110076e-4,-2.4939236061186673e-4,-0.004997943961625365,0.01889575183110788
59,-2.49169476039242e-5,0.03699717705003492,0.03702209399763884,-0.024239328181460257,0.02642030202977952
60,0,0.04880286162981313,0.04880286162981313,0.026100726851991163,0.03061384725852359
61,6.0069596402172464e-5,0.00898177341164813,0.00892170381524596,0.01570829105570003,0.007874815408340488
62,6.978353568447844e-5,0.0019115676627233,0.00184178412703882,2.3318624558996213e-4,0.005769571331526022
63,3.370920296834414e-5,0.00699856400201636,0.00696485479904801,0.06939042367762024,0.008941711161308055
64,8.233147515380662e-6,-0.04246806314180964,-0.04247629628932502,0.01481747634033707,0.005377036907407033
65,5.265067636168696e-5,-0.02546925680539526,-0.02552190748175695,-0.004507614019794937,-0.006088650894999978
66,4.1563852309799176e-5,0.03084323425662661,0.03080167040431681,-0.0384468078728875,0.032909302756610255
67,6.333753015758524e-5,-0.02453152903489015,-0.02459486656504773,0.020960111587308913,-0.018748790911614292
68,3.403390730389742e-5,-0.00731515598630862,-0.00734918989361251,-0.030684116441550828,0.023827348722723823
69,1.2661526414449328e-5,0.01175466818632432,0.01174200665990987,0.007943649518406377,0.0255875987739812
70,-4.699964362884604e-5,-0.01235602108981563,-0.01230902144618678,0.03114645758315026,-0.03540166991692632
71,5.08402779372409e-5,0.04718843726460995,0.04713759698667271,-0.02493178679605939,0.0042629614427529446
72,0,-0.10243759683336678,-0.10243759683336678,0.015226891285530009,0.011157262949641894
